time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
6.46,18124.759330801186,6500.0,255.60156603678783,-224.80214707276005,0.0,198.65546725795684
6.48,18120.27500263696,6500.0,259.5878797539508,-223.62937557032754,0.0,199.97475436170785
6.5,18115.814207393938,6500.0,263.60051005537855,-222.44886174196265,0.0,201.2871180918073
6.5200000000000005,18111.377099510373,6500.0,267.6393180188408,-221.26064645851602,0.0,202.5925130125977
6.54,18106.96383260444,6500.0,271.70416381580384,-220.0647708574724,0.0,203.89089392969012
6.5600000000000005,18102.5745594689,6500.0,275.7949067162724,-218.861276341526,0.0,205.1822158915294
6.58,18098.209432065825,6500.0,279.9114050936608,-217.65020457714752,0.0,206.46643419094988
6.6000000000000005,18093.868601521335,6500.0,284.0535164296977,-216.43159749314114,0.0,207.74350436672367
6.62,18089.55221812036,6500.0,288.2210973193586,-215.20549727919337,0.0,209.01338220509967
6.640000000000001,18085.26043130143,6500.0,292.4140034758318,-213.97194638441204,0.0,210.2760237413346
6.66,18080.993389651532,6500.0,296.63208973551343,-212.7309875158568,0.0,211.53138526121455
6.68,18076.75124090092,6500.0,300.8752100630337,-211.4826636370605,0.0,212.7794233025692
6.7,18072.534131918048,6500.0,305.143217556312,-210.2270179665418,0.0,214.02009465677588
6.72,18068.34220870445,6500.0,309.435964451643,-208.96409397630887,0.0,215.25335637025583
6.74,18064.17561638969,6500.0,313.753302128813,-207.69393539035426,0.0,216.4791657459612
6.76,18060.034499226364,6500.0,318.095081116245,-206.41658618314128,0.0,217.69748034485335
6.78,18055.919000585072,6500.0,322.4611510961734,-205.13209057808135,0.0,218.90825798737202
6.8,18051.829262949475,6500.0,326.85136090984827,-203.8404930460031,0.0,220.11145675489578
6.82,18047.765427911356,6500.0,331.2655585627691,-202.54183830361262,0.0,221.30703499119326
6.84,18043.727636165713,6500.0,335.70359122994626,-201.2361713119454,0.0,222.4949513038652
6.86,18039.7160275059,6500.0,340.1653052611927,-199.92353727480972,0.0,223.67516456577775
6.88,18035.730740818777,6500.0,344.6505461864431,-198.60398163722155,0.0,224.84763391648613
6.9,18031.7719140799,6500.0,349.15915872110196,-197.27755008383116,0.0,226.01231876364943
6.92,18027.839684348764,6500.0,353.69098677141966,-195.94428853734172,0.0,227.16917878443584
6.94,18023.93418776402,6500.0,358.2458734398969,-194.60424315691904,0.0,228.31817392691875
6.96,18020.055559538803,6500.0,362.82366103071604,-193.25746033659385,0.0,229.45926441146335
6.98,18016.203933956025,6500.0,367.42419105520156,-191.90398670365522,0.0,230.59241073210393
7.0,18012.379444363734,6500.0,372.0473042373066,-190.54386911703654,0.0,231.71757365791152
7.0200000000000005,18008.582223170495,6500.0,376.6928405191273,-189.17715466569302,0.0,232.83471423435222
7.04,18004.812401840805,6500.0,381.36063906644415,-187.80389066697165,0.0,233.9437937846357
7.0600000000000005,18001.070110890552,6500.0,386.0505382742912,-186.42412466497265,0.0,235.04477391105453
7.08,17997.355479882484,6500.0,390.76237577254926,-185.0379044289039,0.0,236.1376164963131
7.1000000000000005,17993.668637421724,6500.0,395.4959884315694,-183.6452779514265,0.0,237.22228370484783
7.12,17990.009711151324,6500.0,400.2512123678185,-182.246293446994,0.0,238.29873798413652
7.140000000000001,17986.37882774784,6500.0,405.0278829495552,-180.84099935018233,0.0,239.36694206599907
7.16,17982.77611291696,6500.0,409.8258348025281,-179.42944431401364,0.0,240.4268589678871
7.18,17979.201691389124,6500.0,414.64490181570244,-178.01167720827124,0.0,241.47845199416497
